X,Y,Z,R,G,B
-330.05332935468124,-75.78138220965846,563.3546792062234,101,84,103
40.685526925561035,82.61508595092661,586.7907144557545,0,0,0
-317.5821115164089,14.88856258020669,559.936575578624,0,0,0
-265.5912698099419,7.75382992179859,561.1755697991297,111,93,105
-301.7211652748683,7.5417023950102395,560.1054433024445,115,101,118
1815.6581575089558,127.37393297916594,683.6704952879893,23,28,33
-283.10478472643024,26.49546410189747,558.8335754379624,17,30,64
-252.20041511837482,-19.58896099487177,562.0649327015119,0,0,0
-117.91493359752907,-13.30488558691227,542.9052417789452,37,16,22
-88.71002183285277,99.60355134868618,365.3268266095254,92,54,64
-141.250370034896,110.02694854594807,496.3212694298992,17,17,17
-268.83099856106725,78.6005792552742,557.2856102689573,57,47,63
-41.258149830099974,132.98226644705593,310.96715031285044,97,114,129
-119.27261987644565,124.01015332693794,385.5825030345876,49,26,27
-138.38683000727727,127.90536500988784,467.55612793795757,24,19,18
-86.31549337337081,60.926026916461396,501.19770740459364,151,113,134
-194.86234591309608,66.9603617000123,490.63220329258417,96,56,65
-159.17933534865273,77.13032923668443,492.9645261536862,67,49,46
-306.8829899142568,-100.86792927859909,563.8519868537588,114,98,125
2392.3806091388296,-801.0530038345192,868.1412383477897,172,179,223
-210.93483513913438,-104.91544648810356,567.0722590741866,92,70,88
-329.2104729944892,-87.83343023898188,563.5447560922015,118,103,126
6.3543095272466195,-198.08975132973242,508.6417161780656,85,66,79
313.844809442197,-104.96427387422145,572.2300149007227,124,100,126
7.73033998083878,-55.284876762270564,260.458275601371,171,195,241
-165.62559193627536,-76.17554725984623,307.2357321470699,80,89,130
-41.75130928611056,-72.4624344690383,334.1179137157181,140,147,191
-248.6765141608794,-19.71107235643045,561.7381602237501,65,52,62
-166.30734084405375,48.47258149150606,501.42406717737816,27,22,26
-9.05824731931375,62.36801504136831,493.9851464458137,98,72,85
1630.6110357102775,-76.3832992639183,997.4963984118464,174,192,231
-312.511630579627,12.76148484261772,559.6342400515672,102,92,119
-165.89382344977685,111.51048692497292,449.7438026299599,85,51,57
-283.39251707960454,114.70981358691415,555.2727505413443,109,94,108
-287.25749842877525,114.83862779577242,555.226141060622,0,0,0
-133.79850923927057,121.09326145767989,426.13350740215725,41,29,29
-123.01998981799942,119.84457499950862,396.11596886970864,54,39,44
-180.4975752380352,123.31458169471023,495.69852716661734,117,84,100
-274.1003478047508,-82.80923154882849,569.1033742696858,53,40,50
-246.80181010492194,-105.1920932790506,566.6097424856922,42,35,42
-67.43382417937264,-160.35333033550828,518.7124417173744,112,79,100
143.96468670845957,-124.03571559454774,371.8211598658098,139,143,188
-112.02200554625574,-67.9538363870075,535.9332633373044,58,22,22
-133.22941422935108,128.39895720269095,440.7868525520719,34,23,21
44.61437666317273,84.54444063974945,492.840114238446,48,100,153
-231.4541635139812,44.14200048757558,571.5684680167941,108,94,111
-57.46788908449674,31.87070217686399,516.397826503158,139,88,110
-138.53341170456886,-8.456163632058999,537.63566764129,133,85,101
-178.2692807820984,137.1458893474266,488.0270493601756,68,47,52
-201.58599401940685,128.80168512106215,537.0884342374096,71,48,57
18.62103175969296,102.46847090952807,365.1253235002746,134,102,126
-309.09982383311905,-104.39772484051983,563.6666197149559,111,96,119
5.5295049329185195,-134.61229473541945,530.864527613201,120,74,90
-227.6392303949525,-103.97110732457217,567.8515043228592,120,103,121
-306.5698595667529,-30.41168977427838,560.7448618827689,57,45,59
-114.66129015518976,-97.62501636874245,537.4097913638784,46,21,20
47.969919145256625,-0.89224971613464,368.8784070164124,171,154,177
-62.061253204940684,-12.71881990658632,525.8276702915307,0,0,0
-135.75940156483983,121.88937508938686,411.23042178201155,106,68,86
346.7223565439717,-31.99852745754458,514.8468028622319,23,24,28
-302.4742415555773,-82.97512011943257,561.5249783836238,0,0,0
-140.90694255772777,-146.86423723682552,565.7668768564683,83,43,47
-194.0235216970609,85.6493552342646,496.502515294899,94,61,66
-131.59821410803406,115.02208494017765,408.90658659238017,68,35,34
-312.3845655298987,-75.90802928557618,563.4476438277145,124,117,139
1704.152876397167,-194.0594786130423,964.1246197903645,43,45,58
-138.2814452011138,-20.99866936624081,543.0740003718025,124,74,86
-153.1967665321751,38.349017164402646,503.72279177041764,139,102,120
-111.95446681688924,-12.05314285825888,540.9776487613542,61,24,21
-6.791766814498169,61.495694196063056,501.52259602974885,146,103,130
-59.98120151526629,126.05411748967663,362.23664353800393,110,89,99
-23.7299387732292,138.2510316816793,333.5796852097988,95,108,140
1424.4033474816172,-13.144262308794898,1014.3741008001803,190,209,246
1426.405463275143,-12.8463248777619,1025.0411135986321,189,207,247
312.4765988800129,-170.39465682927326,461.3414350633538,173,167,195
244.14642219926935,-120.6029290330402,425.8074819948664,183,188,230
8.17606696190988,-210.08514191734656,507.723852451592,58,25,41
-152.39958916167208,-163.01919254710896,570.6048350247944,130,112,128
-10.70430996981035,-143.13436988280165,332.43238092220366,179,192,237
-50.75046943504628,26.78610804094153,515.0692545015602,155,103,120
-307.073157920429,55.46658112204392,558.226094751612,72,73,101
-50.17309539005112,25.104307482230396,518.459377321155,73,30,31
-5.81203925398978,65.66672403055594,496.29603837678565,148,115,132
-34.228283718403354,69.29721891070206,358.631785422872,108,70,83
86.12016826884769,-65.63155909548036,546.0863257273492,127,83,99
-147.2515254471263,128.96781882687094,488.86244249973794,24,20,19
-158.23658313080426,-163.6956903591198,571.7652726328924,130,116,133
-6.592508264014869,138.02551113185413,339.7134007327653,217,226,254
-174.07432476889628,122.70051370291009,494.5842389641165,57,39,45
-237.50748657938638,-153.9904556129147,567.9956742229585,123,97,111
0.16083393622507,-179.81116558025926,521.7937318394951,73,40,52
-162.5009873567757,44.00401123746765,500.7440530668641,122,81,92
-306.8273641246549,92.96755841198964,555.9705255538548,65,55,74
242.45583526331868,-20.12981893678034,566.8990449060965,126,104,124
184.13831344191408,-103.4617690623487,568.5159892801778,65,59,75
-295.2249352689148,125.43941285752555,553.502415626058,73,67,82
-68.75318541047976,-38.84056244409501,528.3209232400991,120,68,74
-72.29985949614135,-18.58394404251672,527.4500961444614,56,28,35
20.88775887038942,54.55618128517627,503.06516873114714,65,47,55
23.961192313397568,-39.47007713650271,528.6867279695352,52,25,31
-57.95940811993678,-18.21806153347732,528.0446801705831,65,41,51
-295.7889255334761,128.27108893634173,550.78538835791,109,101,110
-257.4843917701579,-31.351899689911573,563.4971569976644,53,41,54
1675.2433429352575,-162.34909157527255,984.757406155624,105,77,99
-209.2745283911492,52.37892793483314,558.8424122509721,77,67,75
-301.9223048689637,46.41966029110552,557.6774991410562,74,65,92
-256.49633847394995,49.37571515634444,557.9987060742052,80,62,72
1592.4944979520012,-188.88816894989958,994.4207962818185,99,105,159
